"","x"
"90",10.1990695511369
"91",14.9887691753511
"92",15.2751315518954
"93",0.769143878631574
"94",-7.09913230892915
"95",-4.90190537102485
"96",2.41528802176488
"97",4.20558300960976
"98",12.5211515862336
"99",0.349812270743312
"100",-0.564424574743042
"101",-12.7089208133288
"102",-6.09698349398074
"103",0.645657845903334
"104",2.83264758646259
"105",-1.51895561909927
"106",-6.36965390338526
"107",-17.0234368323281
"108",-24.4869640423222
"109",-19.2005541048009
"110",-6.14763704506298
"111",3.20190475529457
"112",9.85998614764072
"113",6.87216870536655
"114",3.0560649548433
"115",-0.0422171980368287
"116",3.74906811333974
"117",5.95398311251892
"118",15.5375904869525
"119",7.08487354078898
"120",1.43249587819023
"121",-11.4150411770444
"122",-25.6414207729664
"123",-23.3417368075371
"124",-20.3966554986305
"125",3.69230018721937
"126",5.93482759705563
"127",4.21300415778501
"128",-1.79908252721677
"129",-6.04379845817129
"130",0.522085696448448
"131",11.5736128329335
"132",33.1070273446212
"133",26.4460663216012
"134",15.3795812055411
"135",-0.318112748410853
"136",-23.0851152477875
"137",-14.3134914999517
"138",-17.8344204573233
"139",6.95796813304027
"140",7.93095845342307
"141",11.2440019041691
"142",-7.38752533936608
"143",-26.7827778974702
"144",-18.4529996182254
"145",-21.511642960695
"146",0.27644956021982
"147",6.64091135774294
"148",1.20739260279569
"149",-0.0962256940107995
"150",-10.0638954709841
"151",5.26672511152088
"152",4.43565224760998
"153",20.7459590403786
"154",18.6581280323832
"155",12.5493159912882
"156",0.871675787711227
"157",-8.31831080885465
"158",-5.45909265372449
"159",-2.77876049951682
"160",-1.93616116099136
"161",-5.22748996912343
"162",-4.055021389456
"163",-11.4156019706929
"164",-10.3043749364437
"165",-1.42076834492758
"166",-2.05992713991491
"167",-2.07937087375044
"168",-2.71722559614953
"169",1.05257865307822
"170",2.73196911853102
"171",2.28589027936629
"172",6.47837474031719
"173",8.63242576928151
"174",11.5067012587087
"175",3.00051013209374
"176",3.95780005427963
"177",-6.31442183396618
"178",-5.93413213114494
"179",-2.52714956183692
"180",-2.37931311113597
"181",-3.28368640601039
"182",-3.34960525829062
"183",-5.35847232853934
"184",-8.89462345057148
"185",-6.1503412922299
"186",-1.30674667556987
"187",-4.06786952385505
"188",-7.6380067389178
"189",0.380808662693946
"190",-3.33237439668956
"191",4.07199110935671
"192",1.82411674016054
"193",-2.96348637008729
"194",-2.96180049493426
"195",-1.47679662411693
"196",3.70010658893051
"197",-5.48084344784478
"198",-9.73644542817771
"199",-6.80188813641967
"200",-12.0329228569214
"201",-4.90753144206722
"202",4.69848587765791
"203",7.05673707817507
"204",13.9642534366407
"205",12.887452282498
"206",10.9977780091166
"207",6.40817604684647
"208",-1.73181760032721
"209",-9.15154901675185
"210",-13.6575471198732
"211",-17.0897397922382
"212",-14.3931277174471
"213",-10.2183158084294
"214",-4.06350219347721
"215",0.00881349681813859
"216",7.17965687491482
"217",7.46906190495119
"218",2.69408133897495
"219",1.63102737601017
"220",3.82963950001026
"221",-6.95096879089852
"222",-9.96733060834422
"223",-7.75840777815992
"224",-12.0122115072042
"225",-8.92817413794761
"226",-0.418607869686543
"227",11.6621259131038
"228",20.900488066446
"229",15.1277997237801
"230",14.435487231353
"231",5.91809408321898
"232",3.94975060811833
"233",-2.63837644943229
"234",2.94178026260484
"235",8.74807476735373
"236",9.11752482918433
"237",8.44220150342748
"238",-4.33441215087382
"239",-14.9148323399013
"240",-22.3622189990221
"241",-7.51231088609804
"242",6.09159081274678
"243",10.3552650870422
"244",16.6377736285286
"245",4.50629763368683
"246",-2.51321896032151
"247",-13.9736672738206
"248",-4.10513680836375
"249",7.55263122403545
"250",21.7457154872737
"251",27.93452381322
"252",7.07442476107014
"253",-3.47129267695604
"254",-25.8549958053563
"255",-22.5293722611525
"256",-9.24908277013299
"257",2.45793285914456
"258",15.7440314253444
"259",5.88489664730177
"260",4.53552808885432
"261",-7.69282662285249
"262",-3.18997765195651
"263",3.52940185239822
"264",11.2498269745109
"265",17.0543354613002
"266",2.88669918103727
"267",-6.89947498522933
"268",-21.9977367967924
"269",-16.7722714786034
"270",-5.27498339893704
"271",2.17404521698039
"272",22.4717408579172
"273",1.8113437641501
"274",-1.10436579050476
"275",-13.2997791105909
"276",-8.99095377587776
"277",3.25511312638775
"278",6.64026685503108
"279",10.9942416586246
"280",-3.50292379389363
"281",-12.6322100640447
"282",-15.218742493761
"283",-5.6334425983889
"284",3.42515360632259
"285",13.8351810855059
"286",9.44421762603206
"287",-4.0926830968534
"288",-15.2029698508544
"289",-20.0435277910739
"290",-13.6080226041252
"291",-2.97815296514449
"292",10.0962928832024
"293",6.68547981143203
"294",-0.999780035542269
"295",-5.87545979011992
"296",-3.39818697815192
"297",7.58671163885636
"298",27.600426083807
"299",25.3014151195045
"300",13.1007306849038
"301",-3.32120326617413
"302",-16.3820250099602
"303",-12.6112777523827
"304",0.680933827463305
"305",19.6192425839404
"306",8.42697037631618
"307",-0.596522065016709
"308",-22.2420798033383
"309",-32.5239858283586
"310",-20.7224377468486
"311",-2.59890506488459
"312",23.1977006534258
"313",26.3014768615131
"314",22.597023007511
"315",-1.24676570128927
"316",-18.9794176981409
"317",-16.4077560127857
"318",-14.2149533467279
"319",13.8379134035598
"320",23.86789814724
"321",25.1865778931682
"322",4.5268723017119
"323",-16.5486434674492
"324",-28.058864234606
"325",-24.238659026712
"326",3.49428642246528
"327",27.9445005013254
"328",31.2082964380568
"329",13.8206562025305
"330",-11.5474344306892
"331",-21.9976166714525
"332",-12.8823286276872
"333",12.1238066837319
"334",22.1438403069372
"335",15.520608904323
"336",-0.195371255755342
"337",-29.9233850665164
"338",-32.6470970919518
"339",-19.163575587162
"340",10.6381321247007
"341",25.9019692702923
"342",26.5064170513389
"343",8.3048984466294
"344",-11.5216701404765
"345",-15.4467569487361
"346",-3.30224220867386
"347",10.7009164107425
"348",22.2467057151544
"349",8.96354550988811
"350",-7.66535913134614
"351",-31.2348976528959
"352",-33.1924334084504
"353",-13.5267441492905
"354",13.0234589623589
"355",36.686234307055
"356",31.1250012793172
"357",5.59667500379946
"358",-16.6137859214513
"359",-28.8443348190298
"360",-19.8343847788988
"361",2.76999466188955
"362",22.0761674296799
"363",21.4880811545209
"364",-1.10852291448953
"365",-18.4879180877454
"366",-25.4712772079444
"367",-18.5193692372271
"368",4.22950541957698
"369",13.775803314515
"370",22.7305033847452
"371",9.22503739589503
"372",2.02610658651132
"373",-5.59232018549795
"374",-0.254717469073725
"375",6.82064093876176
"376",16.0433972286177
"377",15.9972155009964
"378",9.443497132487
"379",0.110374346349636
"380",-20.8060020254255
"381",-15.081174010643
"382",-16.3337294318829
"383",9.77347446151827
"384",19.2283144305198
"385",16.7325538286083
"386",6.32145512311354
"387",-12.5335807329395
"388",-17.2987113552546
"389",-21.0006409602978
"390",-7.09929688335902
"391",10.6307168853848
"392",18.5552917291989
"393",13.6054277099482
"394",2.45807104328656
"395",-8.64449635500381
"396",-8.71489097787412
"397",-3.18959682482782
"398",6.64454023437057
"399",5.50197764107261
"400",10.3492969894515
"401",0.599436993718226
"402",-6.60630282255708
"403",-11.9193154427137
"404",-14.1660531485121
"405",-12.7465974737926
"406",-5.84287224061789
"407",-0.93657742530143
"408",0.464136522772285
"409",0.130851077306689
"410",-1.4162424348185
"411",2.32587835018213
"412",2.50052391677236
"413",11.5225725932732
"414",14.2975042200792
"415",5.78632769751997
"416",-5.52505284444635
"417",-13.5109713992962
"418",-6.3157793599686
"419",-0.537527352490018
"420",2.55401710074189
"421",4.88143442570244
"422",1.88929970716989
"423",1.02396589221892
"424",-3.74707812097674
"425",1.65233985521444
"426",2.71875555813382
"427",-2.46320129715366
"428",3.5681544710364
"429",-9.07222456818785
"430",-1.576572693579
"431",-2.73524969750823
"432",-1.28156156618145
"433",-1.55288008811376
"434",0.488375946366996
"435",3.30503342158107
"436",-0.353025709496034
"437",2.99761700569649
"438",-4.23373781475157
"439",-2.81229667775303
"440",-2.11135394562565
"441",4.36390463689251
"442",10.7597763985998
"443",7.34425928766331
"444",2.17493519826036
"445",-5.63633358781079
"446",-5.9998806636353
"447",-13.7015221207767
"448",-7.99421994267787
"449",-9.73402047773678
"450",-6.91806816588949
"451",-15.6130278647817
"452",-11.3573254507996
"453",-20.8344273864438
"454",-14.8065543049333
"455",-5.07390723728492
"456",-1.85456918924636
"457",4.96785155085777
"458",4.47071743079486
"459",7.23602808073803
"460",4.13944900140689
"461",11.3248368551779
"462",14.2079425325416
"463",13.9175511333727
"464",10.9251110849622
"465",-4.70807769025447
"466",-23.4220705069458
"467",-30.9466090998444
"468",-30.2178558339271
"469",-22.1704884029663
"470",-8.2442782261961
"471",-4.44810286307327
"472",-3.53558229453634
"473",-2.49279647007873
"474",6.86847300916597
"475",26.722076695876
"476",36.5829078997031
"477",40.3331348135686
"478",22.8888176637457
"479",0.354494810769635
"480",-14.6829425564578
"481",-29.4453377965387
"482",-20.6136181457464
"483",-14.0987388599525
"484",2.76840311440442
"485",2.32653471113794
"486",-0.888110517671285
"487",-6.15534692843466
"488",-11.0017659362549
"489",-0.717738320753305
"490",10.9379450827122
"491",21.2659729131434
"492",25.0877077958127
"493",13.1436284270229
"494",7.90017794093079
"495",-3.03925102370993
"496",-3.8358696004691
"497",2.52471394142906
"498",2.07511935963135
"499",4.03979669569648
"500",-0.550872333823184
"501",-12.9284599890784
"502",-22.5970157614546
"503",-19.0400390937491
"504",-7.51349350789754
"505",10.9056784459729
"506",19.9155542498968
"507",7.13266666747629
"508",-3.59599993141473
"509",-12.2717531665712
"510",-7.49909723738469
"511",-7.18812652606771
"512",11.9524876533305
"513",19.6613791365824
"514",17.0945080782895
"515",-0.505034434841253
"516",-9.24952388909932
"517",-16.8281132540625
"518",-16.7948679391395
"519",-2.00320224516403
"520",9.85605913468038
"521",18.9896118709127
"522",8.62621868435457
"523",9.80308311027612
"524",-0.340972881961183
"525",-0.304170365997459
"526",6.14402438762848
"527",12.167661791634
"528",8.65405904249813
"529",-5.13009751304525
"530",-13.7497324844657
"531",-29.8005328828093
"532",-24.814755696968
"533",-7.02181310434388
"534",4.46940070064382
"535",9.63239158941283
"536",10.352818306249
"537",11.8935020448722
"538",-0.193921817259187
"539",4.10821651853666
"540",-2.82282314344431
"541",-8.72300105712376
"542",-4.9458136512144
"543",-9.24705609652965
"544",5.24537248405421
"545",10.0139611599551
"546",16.7892990037295
"547",4.07047631779466
"548",1.2019971563636
"549",-14.0666986684698
"550",-12.0580942452053
"551",-6.81403769221534
"552",6.72982329846765
"553",9.96125278628422
"554",0.00907367228192513
"555",-0.731117465929673
"556",-8.79279860602202
"557",0.380146161545968
"558",7.45064864521154
"559",22.8016446745613
"560",20.7554654341843
"561",5.03437404583677
"562",-8.23496462712138
"563",-18.271126420701
"564",-17.8225907000567
"565",-4.20485850143641
"566",13.2207170857866
"567",18.980777662763
"568",20.4575083670478
"569",10.4662504403593
"570",-5.70353454029397
"571",-4.3819473444153
"572",-5.53931161800226
"573",5.15278733607733
"574",5.89648977105796
"575",7.43031725807733
"576",1.11437345364042
"577",-1.04961740384562
"578",-5.84002291031352
"579",-8.747584074136
"580",-3.81884061663149
"581",0.543324768738826
"582",-1.27850994389066
"583",-2.43703541070762
"584",-12.4797032050691
"585",-13.9583993470436
"586",-8.33678154680156
"587",-1.88622392527497
"588",15.3933854077112
"589",17.1404734471453
"590",8.36195497962372
"591",2.12594972060799
"592",-8.63367166069763
"593",-14.0241458234064
"594",-7.86758907490121
"595",6.00073477938742
"596",6.26661718993502
"597",13.0709404216452
"598",9.23833048401755
"599",1.88870046275116
"600",0.168376495021834
"601",-11.241687473655
"602",-5.63792863905391
"603",-11.2553683654608
"604",-7.43519712399111
"605",-9.19272959714817
"606",-8.19943062080468
"607",-4.32099489048409
"608",-4.60402997451833
"609",4.9398601050135
"610",0.26612723079255
"611",4.63673441433083
"612",4.81813431805598
"613",3.94997494641936
"614",3.8393661316319
"615",2.43469347077751
"616",-0.842317206148016
"617",4.80442658661753
"618",2.37873754446242
"619",-5.01114496864689
"620",-2.80527153569699
"621",0.723028177831593
"622",4.13837148604562
"623",12.292001434435
"624",16.8631407815186
"625",16.6189305616924
"626",0.402075757284141
"627",-9.57977577698364
"628",-19.9797541032098
"629",-25.5248632883126
"630",-11.6241271870223
"631",6.2486075774538
"632",11.4384441292915
"633",4.92404262315491
"634",-6.41913458050576
"635",-8.57465524024474
"636",-5.03170124309367
"637",14.7512324650493
"638",24.16873549046
"639",18.2646529188521
"640",-1.07432743141144
"641",-18.4759607088609
"642",-23.490032110602
"643",-15.9665448665823
"644",8.0561094719997
"645",21.6593458919117
"646",25.9334754117689
"647",15.0077031592006
"648",3.01820355978721
"649",-6.22620296089723
"650",-14.5997912991745
"651",-9.16146894621953
"652",-9.29758221818183
"653",-1.36446104967168
"654",-6.83656348380748
"655",-7.9495876809976
"656",1.93116512330695
"657",6.93452062312534
"658",26.9652609736093
"659",14.4938955896711
"660",11.6235736757968
"661",-9.8050497361615
"662",-13.9515997163459
"663",-10.9936607180917
"664",-7.47023443587244
"665",-2.08659981486122
"666",2.111154839563
"667",-1.56728385076889
"668",-8.48708100132727
"669",-18.5301874465358
"670",-14.6912225297659
"671",-10.1281591478342
"672",6.44588543918565
"673",11.3615919508978
"674",14.4159599666042
"675",2.33077147114579
"676",-15.9037386515377
"677",-13.9700508208983
"678",-19.4998383956115
"679",-4.20645204735078
"680",1.10321814971607
"681",11.2873252872828
"682",3.1157287054598
"683",-7.8106361053589
"684",-5.10069783428397
"685",-10.0498032025813
"686",11.2416925401502
"687",10.8698021029807
"688",18.4707808336896
"689",6.27113018122296
"690",-3.70002009245114
"691",-7.79473195776885
"692",-11.5858261907562
"693",5.34438071159854
"694",6.0746145479205
"695",4.35394363715154
"696",0.709242277515134
"697",-15.2951093312333
"698",-13.6613682183054
"699",-19.4505862097821
"700",-3.6863818693174
"701",4.43257405722107
"702",11.3429409122251
"703",12.4330210543709
"704",2.15735336909443
"705",-7.69019050336434
"706",-14.2090496500445
"707",2.32011925441778
"708",8.62135612768909
"709",10.4305434801925
"710",18.7876898029822
"711",1.49747088798434
"712",-1.85302588092676
"713",-9.42211842061562
"714",0.0133045325132457
"715",7.67544875074121
"716",11.8677641666841
"717",16.4146913729155
"718",-2.05540364017252
"719",-10.5679479733503
"720",-9.59276855068912
"721",-6.49739087914773
"722",0.450040143177812
"723",6.13808983766676
"724",0.968938143408347
"725",-10.0731228894381
"726",-14.4115810320947
"727",-11.0960170429562
"728",-6.25715128924023
"729",8.79401713550676
"730",14.3090335008815
"731",17.8257351326107
"732",17.1463867237227
"733",1.06952449142377
"734",-2.71041284277208
"735",-3.80194656371848
"736",-5.22087295590608
"737",2.75132895875457
"738",2.30653662524146
"739",2.35710957553495
"740",0.843590359744741
"741",-4.78793409417196
"742",-4.35754552210376
"743",-6.77632801250964
"744",3.7188573634947
"745",-2.14217945635475
"746",1.83210203145024
"747",-5.34511397899724
"748",-0.666051630613236
"749",-7.28211231236525
"750",-0.655746565015244
"751",-3.63083451336883
"752",-6.76886110359617
"753",-2.97993180599517
"754",3.84029739880251
"755",9.6885930065807
"756",14.3457377624194
"757",11.5241855663666
"758",13.4900591951371
"759",-8.82926719091074
"760",-10.4030480863855
"761",-14.0762160439994
"762",-9.81857048824422
"763",-1.04211994982611
"764",-0.22116091429417
"765",8.38976060646836
"766",-3.66444796855007
"767",-5.49806573163688
"768",-3.51168101820619
"769",-0.362644073370365
"770",9.63670082007263
"771",8.11822368331011
"772",4.04578700027134
"773",-1.86136060399994
"774",-9.33079603183713
"775",-7.01356060904497
"776",-6.78379391914086
"777",4.49442827880597
"778",8.17265704295713
"779",8.24522560665535
"780",8.50566371967665
"781",-2.21773016275572
"782",-3.87435669820257
"783",-0.185599029988266
"784",0.278166829169824
"785",-3.18852411378284
"786",-0.900802861032801
"787",-4.74123532756722
"788",-5.15406344046456
"789",-2.80589509060486
"790",-2.99278569324447
"791",-2.14668575257665
"792",-1.74313087997546
"793",-7.31606025653766
"794",1.8684978110441
"795",4.42341575030516
"796",9.45106894655279
"797",15.3991365919066
"798",8.65567029983916
"799",4.31714072256026
"800",-1.8960645533957
"801",-7.4105588461792
"802",-1.32509003549246
"803",-5.20358460183012
"804",-3.6884408827039
"805",-13.4406311747401
"806",-7.88807643292635
"807",-9.29665141489975
"808",-5.66801461929004
"809",4.25161518557505
"810",9.48784311863026
"811",4.80525815731345
"812",6.00297749751595
"813",-3.60555105398105
"814",-0.44663290168869
"815",-2.53723447750743
"816",-3.90287437873645
"817",-1.78190832959138
"818",-6.52524377323108
"819",-3.6276421205505
"820",-1.37756598528901
"821",-7.57567511851849
"822",-3.26449279584525
"823",-6.46716505480408
"824",-14.2082118936086
"825",-8.85761878372911
"826",-9.3447833407187
"827",8.15779839641461
"828",6.42190141383047
"829",11.1024518984801
"830",13.1996841223797
"831",1.28428613793892
"832",-5.70574391531157
"833",-15.8958403690044
"834",-3.98640184281967
"835",-5.55681698617721
"836",0.498803436215302
"837",-7.28057276834907
"838",-22.478984886597
"839",-15.6957736245539
"840",-22.7006320364694
"841",4.62649819508896
"842",9.58763177573029
"843",13.8179627179113
"844",5.23194896873069
"845",-12.1343805149285
"846",-17.7709625201925
"847",-17.4502004099157
"848",4.02976272940804
"849",7.97561672715775
"850",10.8178651891112
"851",-7.64230092326155
"852",-25.4231470032621
"853",-30.233765944374
"854",-20.4764894027335
"855",11.984607550749
"856",29.0347140185038
"857",29.3412013863808
"858",17.1780348271821
"859",0.0337684225834751
"860",-10.4701156863311
"861",-2.88404308091798
"862",16.6345179605264
"863",26.164481781649
"864",19.2944624217336
"865",2.33725070252484
"866",-21.6388563982892
"867",-39.2237047601969
"868",-26.1507206582232
"869",-11.0100692223997
"870",9.62216363059704
"871",10.3098245110623
"872",8.09442103672502
"873",-0.82496844089799
"874",2.07576233906745
"875",6.35335140473552
"876",12.8379722190486
"877",14.9535769199069
"878",9.1448592054065
"879",-4.3440303099924
"880",-18.7793481445217
"881",-19.5930392773851
"882",-9.47832317944289
"883",0.00251432978791177
"884",22.0264477025998
"885",24.4657861172528
"886",9.04896214809574
"887",-5.19469051041642
"888",-15.8484823109926
"889",-15.20050796546
"890",-4.99143268144373
"891",20.0554112957331
"892",14.3446084526917
"893",7.48256216540068
"894",-13.0763992605108
"895",-23.0452607142776
"896",-18.2746149901029
"897",-6.61507247547375
"898",17.8165411609069
"899",18.4032744355839
"900",7.33914204490446
"901",-9.19185879597897
"902",-23.8693986167476
"903",-20.5570351365834
"904",-5.12784113322699
"905",27.705617346447
"906",40.3278868857227
"907",32.7932281390806
"908",1.83394601334563
"909",-19.2227901364865
"910",-29.8649700345701
"911",-13.8474001502717
"912",21.0254617380415
"913",32.1564799219578
"914",23.7172457880497
"915",-12.8131066490142
"916",-32.884842230054
"917",-45.4341884574579
"918",-15.0925288323172
"919",12.82586240098
"920",28.0429269982416
"921",24.4010203284388
"922",-9.16604068006519
"923",-27.6625205672259
"924",-41.1002056821109
"925",-6.83006233390593
"926",21.390014687949
"927",39.2384431250304
"928",35.7517026232454
"929",-5.15207176116075
"930",-26.4756949475581
"931",-38.7923352572112
"932",-8.74389303078502
"933",12.6640407126694
"934",29.047910812963
"935",23.3799693289046
"936",-9.52647221146516
"937",-34.5937953116822
"938",-36.1054400015361
"939",-7.59379278485232
"940",17.5213726655012
"941",35.8179842332037
"942",26.8382204456354
"943",-2.97094648805713
"944",-22.2201192799978
"945",-27.4885571667503
"946",-4.43804927802789
"947",9.85019335737399
"948",33.4586978213069
"949",23.3585926587788
"950",1.23055211951142
"951",-20.4080308154813
"952",-20.1713225532994
"953",-7.44438620625481
"954",6.25899696498337
"955",26.2574049678386
"956",22.2912412107917
"957",1.79680548447186
"958",-16.777627708492
"959",-21.2130725931906
"960",-4.18650824924626
"961",16.2823866954417
"962",38.8739874548261
"963",31.9029947127664
"964",12.5266817749883
"965",-7.76869383669633
"966",-20.442858118076
"967",-19.3469569602111
"968",-6.20101868472077
"969",1.74623737614944
"970",3.6975138097501
"971",0.17306908800769
"972",-3.11603829015622
"973",2.07128566799236
"974",8.2797280656599
"975",16.5834492249292
"976",12.5794669464479
"977",-2.49027201550126
"978",-17.7971830414966
"979",-27.0173672035606
"980",-14.599945141901
"981",4.58064279044374
"982",23.9904133220504
"983",24.845444287107
"984",17.681842051638
"985",-3.89107630302312
"986",-20.895610901155
"987",-21.3934436136153
"988",-6.62063750571298
"989",-3.75849596762827
"990",1.50655534178033
"991",0.339543117329088
"992",-15.9117464014959
"993",-15.7512371969661
"994",-16.8948174531825
"995",2.27717269019512
"996",12.2659056308848
"997",22.2679066287807
"998",14.9682071396407
"999",2.10191475627014
"1000",-16.8037592269858
"1001",-17.6199163531619
"1002",-12.5783629136899
"1003",5.44310751630768
"1004",17.9547131095248
"1005",18.5925217735445
"1006",6.36742658411315
"1007",-12.472445193081
"1008",-14.3966376588537
"1009",-15.0335168128179
"1010",-3.59034219380048
"1011",4.17823073499272
"1012",17.0131050765764
"1013",2.38268753459948
"1014",-9.20941904610338
"1015",-13.4044883584928
"1016",-15.4061919016064
"1017",-0.880674808126818
"1018",20.9057114963878
"1019",30.2214728596255
"1020",18.1429838750664
"1021",1.5931753357454
"1022",-24.2765326869204
"1023",-28.5696625915486
"1024",-19.4109939561663
"1025",7.06696855584126
"1026",21.1105083443399
"1027",17.7519606657473
"1028",10.1484939739233
"1029",-11.8360696664812
"1030",-18.1934364531761
"1031",-18.9188228161479
"1032",3.21770839087509
"1033",18.8587332619299
"1034",20.5081308516027
"1035",5.57802510051592
"1036",-28.4816685308392
"1037",-25.7293133696856
"1038",-24.4561413028662
"1039",0.278352237742556
"1040",22.2789823719256
"1041",26.1519181844299
"1042",22.5454584439569
"1043",-8.98202569388518
"1044",-9.99543570432846
"1045",-20.6884678170509
"1046",-3.70543494818576
"1047",18.9736757108589
"1048",13.630864624651
"1049",20.1099713937502
"1050",-7.63859914957798
"1051",-6.82201769022266
"1052",-15.6715880440571
"1053",-10.6573903742558
"1054",4.68042367602462
"1055",10.5689852237988
"1056",5.73372151768941
"1057",-4.80643558156818
"1058",-9.64051397149472
"1059",-9.43792707122804
"1060",-1.70530040856133
"1061",9.78752112802843
"1062",14.4710798634927
"1063",7.3653002422886
"1064",-0.601311729364001
"1065",-20.4676866143472
"1066",-19.1511332832312
"1067",-16.472046175566
"1068",-5.5530998549105
"1069",-0.45236668705973
"1070",2.3034461413474
"1071",-6.16558113241789
"1072",-9.91037935658894
"1073",-9.49611347170337
"1074",0.788948109299335
"1075",14.4739708157796
"1076",18.3468779565826
"1077",22.4701443956478
"1078",-0.981801214177603
"1079",0.17569171947318
"1080",-9.61372341606579
"1081",-11.3753638966528
"1082",-4.97216812335301
"1083",-6.40393222243676
"1084",-5.31787796434015
"1085",-18.0022196971025
"1086",-9.70653918880179
"1087",-11.214214583079
"1088",1.87037591312324
"1089",15.2293707989976
"1090",24.1035770231349
"1091",26.6611398471911
"1092",17.352565040535
"1093",-1.31105310069332
"1094",-16.5089004504491
"1095",-16.6371635864643
"1096",-15.0291101098081
"1097",-1.55015900006966
"1098",6.56349488500494
"1099",4.70506997201668
"1100",1.93897703970736
"1101",-6.06746635604773
"1102",-5.26816266660172
"1103",-0.399059211821381
"1104",3.06291880319535
"1105",3.85870349499414
"1106",-8.72247305786673
"1107",-6.91780134314748
"1108",-3.7504410115564
"1109",6.20013780577762
"1110",9.19721434641672
"1111",13.8201756790671
"1112",13.8678232054173
"1113",7.69325159823981
"1114",5.18241562620434
"1115",9.15106419180737
"1116",6.73731647337613
"1117",3.25362114503977
"1118",5.7650683476113
"1119",-4.9146066795165
"1120",-4.45281204958713
"1121",-19.2312852528001
"1122",-20.0552661536423
"1123",-22.9043490863428
"1124",-11.8560632757466
"1125",-0.307174263874007
"1126",8.14503659413017
"1127",16.3604908711232
"1128",10.669889009106
"1129",4.00574350590889
"1130",-5.95187949795318
"1131",2.21849539947457
"1132",4.96969853808924
"1133",10.0163540237782
"1134",15.5045548307182
"1135",6.25722606713139
"1136",2.79693168403636
"1137",-7.58334977938491
"1138",-7.99076670883551
"1139",-13.6487365630443
"1140",-5.6203858492105
"1141",-5.95911700591117
"1142",-10.9380517186031
"1143",-22.1524377039105
"1144",-17.1876320864066
"1145",-12.9949445438503
"1146",-0.536804865818454
"1147",14.8902550965954
"1148",11.4619929434733
"1149",10.0032135469956
"1150",-5.27353303993944
"1151",4.33777967095774
"1152",5.23449387693455
"1153",1.82351064503665
"1154",3.93923656610007
"1155",-7.41557567187576
"1156",-13.7182189302137
"1157",-29.1432369566067
"1158",-12.7925227915601
"1159",-2.83912994136344
"1160",0.0580114881846017
"1161",6.28662273452998
"1162",5.63532803783967
"1163",-4.08047497998714
"1164",-9.20240565262927
"1165",-8.85009015039392
"1166",-7.38912178959505
"1167",-3.31139311170736
"1168",2.14688853660778
"1169",11.1493066695855
"1170",2.16563301760455
"1171",-3.73707700310053
"1172",-4.92322742504207
"1173",0.0236287866473184
"1174",-0.560134749387025
"1175",2.08071613932288
"1176",3.88979582862201
"1177",-9.11080117059012
"1178",-8.03198907720096
"1179",-16.3560539385503
"1180",-1.32830923685195
"1181",7.54130182124955
"1182",20.193528840732
"1183",15.5682842227751
"1184",3.12790878473129
"1185",-6.29249190739226
"1186",-13.7325824602351
"1187",-12.0251914997023
"1188",-6.65054820628891
"1189",1.41905554438777
"1190",-2.33820751917521
"1191",1.27057868008078
"1192",-0.619796576944255
"1193",7.06432025143598
"1194",16.5957650758788
"1195",27.0509459216707
"1196",19.6192247458038
"1197",6.59628426486259
"1198",-10.8560452062819
"1199",-19.318815947831
"1200",-21.7093390515637
"1201",-11.5825179120066
